"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
28,"No","Non-Travel","R&D",8,"College","Other","Very High","Female","High","1","SalesRep","Very High","Divorced",3310,1,"Yes",21,"Very High","0",5,3,"High",5,3,0,2
49,"No","Frequently","R&D",10,"Master","Other","High","Female","High","5","Mgr","Low","Divorced",18665,9,"No",11,"Very High","0",22,4,"High",3,2,1,2
36,"No","Non-Travel","R&D",3,"Bachelor","HR","High","Male","High","2","SalesRep","Medium","Divorced",4485,4,"Yes",12,"Very High","0",10,2,"High",8,0,7,7
31,"No","Frequently","HR",5,"Bachelor","Medical","Very High","Female","High","1","HR Personnel","Medium","Single",2789,1,"Yes",11,"High","1",2,5,"Medium",2,2,2,2
26,"Yes","Non-Travel","HR",4,"Master","Medical","Very High","Male","Medium","2","ResearchDir","Very High","Divorced",5828,1,"No",12,"Medium","0",8,0,"High",8,7,7,4
37,"No","Frequently","R&D",9,"Bachelor","Marketing","Medium","Male","High","1","SalesRep","Very High","Married",2326,1,"No",12,"High","3",4,3,"Medium",4,2,1,2
42,"No","Frequently","HR",26,"Bachelor","Medical","High","Female","High","4","ResearchDir","Medium","Married",13525,5,"Yes",14,"Very High","1",23,2,"Very High",20,4,4,8
18,"Yes","Non-Travel","R&D",3,"Bachelor","Other","High","Male","High","1","LabTech","High","Divorced",1420,1,"Yes",13,"High","0",0,2,"High",0,0,0,0
35,"No","Non-Travel","HR",16,"Bachelor","Medical","High","Male","High","3","ResearchDir","Medium","Married",8020,0,"Yes",15,"High","2",12,3,"Medium",11,9,6,9
36,"No","Frequently","R&D",18,"Master","Other","High","Male","Very High","1","LabTech","Very High","Married",3688,4,"Yes",18,"Very High","2",4,2,"High",1,0,0,0
51,"No","Non-Travel","R&D",2,"Bachelor","Marketing","Very High","Male","Low","2","HealthcareRep","Medium","Single",5482,5,"Yes",18,"Very High","1",13,3,"High",4,1,1,2
41,"No","Non-Travel","HR",2,"Master","Other","Very High","Male","High","4","ManufacturingDir","Medium","Divorced",16015,1,"Yes",19,"Medium","0",22,2,"High",22,10,0,4
18,"No","Non-Travel","HR",10,"Bachelor","Marketing","Very High","Female","Medium","1","HR Personnel","High","Divorced",1200,1,"Yes",12,"Low","0",0,2,"High",0,0,0,0
28,"No","Non-Travel","R&D",16,"College","Marketing","Medium","Male","Very High","2","SalesExec","Low","Divorced",5661,0,"Yes",19,"High","0",9,2,"High",8,3,0,7
31,"No","Non-Travel","HR",7,"Bachelor","HR","Medium","Male","Very High","2","ResearchDir","Very High","Married",6929,4,"Yes",11,"Medium","1",10,3,"Medium",8,7,7,7
39,"No","Non-Travel","R&D",1,"Bachelor","Marketing","High","Male","Very High","3","SalesExec","Very High","Single",9613,0,"Yes",17,"Low","3",19,5,"Medium",18,10,3,7
36,"No","Rarely","R&D",24,"Master","Other","Medium","Female","High","2","LabTech","Medium","Married",5674,7,"Yes",15,"High","1",11,3,"High",9,8,0,8
32,"No","Non-Travel","HR",7,"Bachelor","Other","Very High","Male","Medium","2","ResearchDir","High","Married",5484,1,"Yes",14,"High","1",13,3,"Medium",13,8,4,8
38,"No","Non-Travel","R&D",25,"College","Other","Low","Female","Medium","3","Mgr","Medium","Married",12061,3,"Yes",17,"High","1",19,2,"High",10,8,0,1
58,"No","Rarely","R&D",1,"Master","Other","Very High","Male","Low","2","SalesExec","High","Single",5660,2,"No",13,"Very High","1",12,2,"High",5,3,1,2
31,"No","Non-Travel","R&D",5,"Master","HR","High","Male","High","1","SalesRep","Very High","Married",4821,0,"No",12,"High","1",6,4,"High",5,2,0,3
31,"No","Non-Travel","Sales",2,"Bachelor","LifeSci","Low","Male","Medium","2","ResearchSci","Low","Married",6410,3,"Yes",12,"Very High","0",9,1,"High",2,2,1,0
45,"No","Frequently","R&D",7,"Bachelor","Other","Low","Male","High","3","LabTech","Low","Single",5210,1,"Yes",18,"Low","1",24,2,"High",24,9,9,11
31,"No","Non-Travel","R&D",2,"Master","Other","High","Male","High","1","SalesRep","Very High","Single",2695,0,"No",18,"Medium","1",3,2,"Low",2,2,2,2
33,"No","Frequently","R&D",5,"Master","Other","Very High","Female","High","3","ManufacturingDir","Medium","Married",11878,6,"Yes",11,"Medium","2",12,2,"High",10,6,8,8
39,"No","Non-Travel","R&D",10,"Below College","Marketing","High","Male","High","4","ManufacturingDir","Low","Married",17068,1,"No",14,"Very High","0",21,3,"High",21,9,11,10
43,"No","Frequently","R&D",10,"Master","Other","High","Female","High","1","LabTech","Very High","Divorced",2455,0,"Yes",19,"Low","0",9,5,"High",8,7,1,7
49,"No","Non-Travel","R&D",1,"College","HR","High","Female","Medium","4","SalesExec","High","Divorced",13964,7,"No",12,"Very High","0",25,2,"High",7,1,0,7
52,"Yes","Non-Travel","R&D",8,"Master","Marketing","High","Male","Medium","2","SalesRep","Medium","Married",4941,2,"Yes",15,"Low","0",11,3,"Medium",8,2,7,7
27,"No","Non-Travel","R&D",5,"Bachelor","Other","High","Female","High","1","SalesRep","Medium","Divorced",2478,1,"No",12,"Medium","0",4,2,"Medium",4,3,1,2
32,"No","Non-Travel","HR",8,"College","HR","High","Female","Medium","2","ResearchDir","Medium","Married",5228,1,"No",11,"Very High","0",13,2,"High",13,12,11,9
27,"No","Non-Travel","HR",2,"Bachelor","Other","Very High","Male","High","2","ResearchDir","High","Divorced",4478,1,"No",11,"Low","0",5,3,"High",5,4,0,4
31,"No","Non-Travel","HR",7,"Bachelor","Medical","Very High","Male","High","2","ResearchDir","Very High","Single",7547,4,"Yes",12,"Very High","3",13,3,"High",7,7,1,7
32,"No","Non-Travel","R&D",2,"Master","Marketing","Low","Female","Very High","2","SalesRep","Very High","Divorced",5055,7,"Yes",16,"High","0",10,0,"Medium",7,7,0,7
28,"Yes","Non-Travel","R&D",2,"Master","Marketing","Low","Male","Low","1","SalesRep","Very High","Married",3464,5,"No",13,"Very High","0",5,4,"Medium",3,2,2,2
30,"No","Non-Travel","R&D",28,"College","Marketing","Very High","Female","High","2","SalesRep","Very High","Married",5775,1,"Yes",13,"Very High","2",11,2,"High",10,8,1,9
31,"No","Frequently","R&D",7,"College","Other","High","Female","Medium","3","HealthcareRep","High","Married",8943,1,"Yes",24,"Low","1",10,2,"High",10,9,8,9
39,"No","Frequently","R&D",7,"College","Marketing","High","Male","Medium","5","ManufacturingDir","Very High","Married",19272,1,"Yes",15,"Low","1",21,2,"High",21,9,13,3
39,"Yes","Non-Travel","HR",3,"College","Marketing","Very High","Female","High","2","ResearchDir","High","Married",5238,4,"No",18,"Low","0",12,3,"Medium",1,0,0,0
33,"No","Frequently","HR",10,"Bachelor","Medical","Medium","Male","Medium","2","ResearchDir","Very High","Divorced",4682,3,"Yes",14,"High","0",9,6,"Medium",7,7,0,1
47,"No","Non-Travel","R&D",5,"Doctor","Other","Very High","Male","High","5","Mgr","High","Married",18300,4,"Yes",11,"Medium","1",21,2,"High",3,2,1,1
43,"No","Frequently","R&D",10,"Master","Other","High","Female","Medium","2","LabTech","High","Single",5257,1,"Yes",11,"Medium","1",9,3,"Very High",9,7,0,0
27,"No","Rarely","HR",1,"Below College","Medical","High","Male","High","2","ResearchDir","Medium","Married",6349,0,"No",13,"Very High","1",6,0,"High",5,4,1,4
54,"No","Frequently","R&D",20,"Master","Other","Very High","Female","High","2","SalesRep","High","Divorced",4869,3,"Yes",12,"Very High","0",20,4,"Medium",4,3,0,3
43,"No","Non-Travel","R&D",7,"Bachelor","Other","High","Female","High","3","SalesExec","Low","Married",9985,8,"Yes",16,"Low","1",10,1,"Medium",1,0,0,0
45,"No","Non-Travel","R&D",8,"Master","Tech","Very High","Male","High","2","SalesRep","Very High","Married",3697,9,"Yes",14,"Low","2",12,3,"High",10,9,9,8
40,"No","Non-Travel","HR",1,"College","Marketing","Medium","Male","Low","2","ResearchDir","Very High","Married",7457,2,"No",22,"High","3",6,2,"Medium",4,3,0,2
29,"Yes","Non-Travel","R&D",8,"Master","Tech","Medium","Male","Low","1","LabTech","Low","Married",2119,1,"No",11,"Very High","0",7,4,"Medium",7,7,0,7
29,"No","Non-Travel","R&D",9,"Doctor","Tech","Medium","Male","Medium","1","LabTech","Very High","Divorced",3983,0,"Yes",17,"High","0",4,2,"High",3,2,2,2
30,"No","Non-Travel","HR",5,"Bachelor","Medical","Very High","Female","Medium","2","ResearchDir","High","Single",6118,1,"Yes",13,"High","3",10,2,"High",10,9,1,2
27,"No","Non-Travel","HR",8,"Master","Medical","Medium","Female","High","2","ResearchDir","Medium","Married",6214,1,"Yes",18,"Low","1",8,3,"High",8,7,0,7
37,"No","Non-Travel","R&D",5,"College","Marketing","Very High","Male","High","2","HealthcareRep","Very High","Single",6347,7,"Yes",16,"High","2",8,2,"Medium",6,2,0,4
38,"No","Non-Travel","R&D",15,"College","Other","High","Male","Medium","3","Mgr","Very High","Single",11510,0,"No",14,"Medium","1",12,3,"High",11,10,2,9
31,"No","Non-Travel","R&D",7,"Master","Marketing","High","Female","High","3","HealthcareRep","Very High","Divorced",7143,1,"No",14,"High","0",11,2,"Medium",11,9,4,10
29,"No","Non-Travel","HR",10,"Below College","Medical","Very High","Female","Medium","2","ResearchDir","Medium","Single",8268,1,"No",14,"Low","2",7,2,"High",7,7,1,7
35,"No","Non-Travel","R&D",5,"Master","HR","High","Male","High","3","HealthcareRep","Medium","Divorced",8095,0,"Yes",13,"Very High","0",17,5,"High",16,6,0,13
23,"No","Non-Travel","R&D",26,"Below College","Other","High","Male","High","1","SalesRep","Very High","Single",2904,1,"Yes",12,"High","2",4,2,"Medium",4,2,0,2
41,"No","Non-Travel","R&D",6,"Bachelor","Marketing","Very High","Male","Medium","2","HealthcareRep","Medium","Divorced",6032,6,"No",15,"Very High","0",8,3,"High",5,4,1,2
47,"No","Frequently","HR",4,"Below College","Marketing","Medium","Male","High","2","HR Personnel","High","Divorced",2976,3,"Yes",19,"Low","0",5,3,"High",0,0,0,0
42,"No","Non-Travel","R&D",23,"Doctor","Other","Low","Female","High","4","Mgr","Very High","Divorced",15992,2,"Yes",14,"Medium","0",16,2,"High",1,0,0,0
29,"No","Rarely","HR",2,"Bachelor","Other","Very High","Male","High","2","ResearchDir","High","Married",4649,1,"Yes",14,"Low","1",4,3,"Medium",4,3,0,2
42,"No","Non-Travel","Sales",2,"Below College","HR","High","Male","High","1","ResearchSci","High","Single",2696,0,"No",11,"High","1",4,5,"High",3,2,1,0
32,"No","Non-Travel","R&D",2,"Bachelor","Marketing","High","Female","High","1","LabTech","Medium","Married",2370,1,"Yes",13,"High","1",8,4,"High",8,0,0,7
48,"No","Non-Travel","HR",29,"Below College","Marketing","Low","Female","High","3","ManufacturingDir","High","Married",12504,3,"Yes",21,"Medium","1",15,3,"Low",0,0,0,0
37,"No","Non-Travel","R&D",6,"Bachelor","Marketing","High","Male","Very High","2","SalesRep","Low","Single",5974,4,"No",13,"Low","2",13,2,"High",7,7,6,7
30,"No","Rarely","HR",25,"College","HR","Very High","Female","High","2","ResearchDir","High","Married",4736,7,"No",12,"Medium","1",4,2,"Very High",2,2,2,2
26,"No","Non-Travel","HR",1,"Bachelor","Other","High","Male","High","2","ResearchDir","High","Married",5296,1,"Yes",17,"Medium","1",8,3,"High",8,7,7,7
42,"No","Non-Travel","R&D",2,"Master","Tech","Low","Male","Medium","2","SalesExec","Very High","Divorced",6781,3,"Yes",23,"Medium","0",14,6,"High",1,0,0,0
21,"Yes","Frequently","HR",1,"Below College","HR","Low","Female","Medium","1","HR Personnel","Medium","Divorced",2174,1,"No",11,"High","0",3,3,"High",3,2,1,2
36,"No","Rarely","HR",1,"Doctor","Marketing","Very High","Female","High","2","ResearchDir","Very High","Divorced",6653,4,"Yes",15,"Medium","0",7,6,"High",1,0,0,0
36,"No","Frequently","HR",3,"Master","Marketing","Low","Male","Medium","3","ResearchDir","Very High","Married",9699,4,"Yes",11,"Low","1",16,2,"High",13,9,1,12
57,"No","Non-Travel","R&D",1,"Master","Marketing","Very High","Male","High","2","SalesExec","High","Married",6755,2,"Yes",11,"High","0",15,2,"High",3,2,1,2
40,"No","Non-Travel","R&D",10,"Master","Other","Very High","Female","Very High","1","LabTech","High","Married",2213,3,"No",13,"High","1",10,3,"High",7,7,1,7
21,"No","Rarely","HR",9,"College","Marketing","Low","Male","High","1","HR Personnel","Very High","Divorced",2610,1,"Yes",24,"High","0",3,3,"Medium",3,2,2,2
33,"Yes","Non-Travel","HR",5,"Bachelor","Medical","Very High","Female","High","1","HR Personnel","High","Divorced",2851,1,"No",13,"Medium","0",1,2,"High",1,0,0,0
37,"No","Non-Travel","R&D",10,"Bachelor","Marketing","High","Female","High","1","LabTech","Low","Married",3452,6,"Yes",20,"Medium","1",17,3,"High",5,4,0,3
46,"No","Rarely","R&D",7,"Master","Marketing","High","Female","High","2","HealthcareRep","High","Married",5258,2,"Yes",14,"High","0",7,2,"Very High",1,0,0,0
41,"Yes","Frequently","HR",4,"Bachelor","Medical","Low","Male","High","2","ResearchDir","Medium","Divorced",9355,1,"Yes",18,"High","0",8,5,"High",8,7,7,7
50,"No","Non-Travel","R&D",10,"Bachelor","HR","Very High","Male","Medium","3","SalesExec","Very High","Divorced",10496,6,"Yes",15,"Very High","0",20,2,"High",4,3,1,3
40,"Yes","Non-Travel","HR",22,"College","Medical","High","Male","Medium","2","ResearchDir","High","Married",6380,2,"No",12,"Low","2",8,6,"High",6,4,1,0
31,"No","Non-Travel","R&D",9,"Master","Other","High","Male","Medium","1","SalesRep","Medium","Divorced",2657,0,"No",16,"Very High","0",3,5,"High",2,2,2,2
21,"Yes","Non-Travel","HR",12,"Bachelor","Other","High","Female","Very High","1","HR Personnel","Medium","Divorced",2716,1,"Yes",15,"Very High","0",1,0,"High",1,0,0,0
29,"No","Non-Travel","R&D",23,"Bachelor","Other","Very High","Male","High","1","SalesRep","Very High","Divorced",2201,9,"Yes",16,"Very High","0",6,4,"High",3,2,1,2
35,"No","Non-Travel","R&D",9,"Master","Other","High","Male","Medium","2","SalesExec","Medium","Divorced",6540,9,"Yes",19,"High","0",10,5,"High",1,1,0,0
27,"No","Non-Travel","R&D",1,"College","Marketing","Very High","Male","High","1","LabTech","Medium","Single",3816,1,"Yes",11,"Medium","1",5,2,"High",5,2,0,4
28,"No","Non-Travel","HR",9,"Master","Other","Medium","Male","High","2","ResearchDir","Very High","Divorced",5253,1,"Yes",16,"Very High","0",7,1,"High",7,5,0,7
49,"No","Non-Travel","R&D",7,"Bachelor","Tech","Medium","Male","Medium","3","SalesExec","High","Divorced",10965,8,"Yes",24,"High","0",26,2,"High",5,2,0,0
51,"No","Non-Travel","HR",14,"College","Other","High","Female","High","2","ResearchDir","Very High","Married",4936,4,"Yes",11,"High","1",18,2,"Medium",7,7,0,7
36,"No","Non-Travel","R&D",2,"Bachelor","Other","Very High","Female","High","1","SalesRep","High","Married",2543,4,"Yes",13,"Medium","1",6,3,"High",2,2,2,2
34,"Yes","Rarely","HR",19,"Bachelor","Medical","Low","Male","Very High","2","ResearchDir","Very High","Divorced",5304,8,"No",13,"Medium","0",9,3,"Medium",5,2,0,4
55,"No","Non-Travel","R&D",2,"Bachelor","Other","High","Female","High","4","ManufacturingDir","Very High","Divorced",16659,2,"No",13,"High","0",30,2,"High",5,4,1,2
24,"No","Non-Travel","HR",10,"Master","Medical","Very High","Female","High","2","ResearchDir","High","Single",4260,1,"No",12,"Very High","1",5,2,"Very High",5,2,0,3
30,"No","Non-Travel","HR",2,"Below College","HR","High","Male","High","1","HR Personnel","Medium","Married",2476,1,"Yes",18,"Low","1",1,3,"High",1,0,0,0
26,"Yes","Frequently","R&D",3,"Below College","HR","High","Male","High","1","SalesRep","Low","Divorced",3102,0,"Yes",22,"High","0",7,2,"High",6,4,0,4
22,"No","Non-Travel","R&D",11,"Bachelor","Marketing","Low","Female","High","1","SalesRep","Medium","Married",2244,1,"Yes",13,"Very High","1",2,1,"High",2,1,1,2
36,"No","Non-Travel","HR",2,"College","Marketing","Medium","Male","Medium","3","ResearchDir","High","Married",7596,1,"Yes",13,"Medium","2",10,2,"High",10,9,9,0
30,"Yes","Frequently","R&D",4,"Bachelor","HR","High","Male","High","1","SalesRep","Very High","Divorced",2285,9,"No",23,"High","0",3,4,"High",1,0,0,0
37,"No","Non-Travel","R&D",14,"Bachelor","Other","Very High","Female","High","1","LabTech","Low","Single",3034,1,"Yes",12,"High","1",18,2,"Medium",18,7,12,17
40,"No","Non-Travel","HR",2,"College","Medical","Very High","Female","High","2","ResearchDir","Medium","Single",5715,7,"Yes",12,"High","2",8,5,"High",5,4,1,3
42,"No","Non-Travel","R&D",1,"Master","Other","Medium","Female","High","1","LabTech","Low","Single",2576,3,"Yes",16,"Medium","1",8,5,"High",5,2,1,2
37,"No","Non-Travel","R&D",10,"Master","Other","High","Male","High","2","HealthcareRep","Medium","Divorced",4197,2,"No",12,"Very High","0",18,2,"Medium",1,0,0,1
43,"No","Non-Travel","R&D",12,"Bachelor","Other","Low","Male","Medium","4","Mgr","Medium","Single",14336,1,"Yes",11,"High","1",25,3,"High",25,10,3,9
40,"No","Non-Travel","R&D",2,"Bachelor","Marketing","Medium","Female","Medium","2","LabTech","High","Married",3448,6,"Yes",22,"Medium","1",20,3,"High",1,0,0,0
54,"No","Non-Travel","R&D",5,"College","Marketing","Low","Male","High","5","Mgr","Low","Married",19406,4,"Yes",11,"High","1",24,4,"Medium",4,2,1,2
34,"No","Rarely","HR",4,"Master","Medical","High","Female","High","2","ResearchDir","High","Married",6538,9,"Yes",15,"Low","1",6,3,"High",3,2,1,2
31,"No","Non-Travel","R&D",7,"College","Marketing","Medium","Female","High","2","HealthcareRep","Low","Married",4306,1,"Yes",12,"Medium","1",13,5,"Low",13,10,3,12
43,"No","Frequently","R&D",21,"Bachelor","Marketing","Very High","Male","High","1","LabTech","Very High","Married",2258,7,"Yes",20,"Low","1",8,1,"High",3,2,1,2
43,"No","Non-Travel","R&D",8,"Master","Tech","High","Female","High","2","SalesExec","High","Single",4522,4,"No",14,"Very High","0",8,3,"High",5,2,0,2
25,"No","Non-Travel","HR",4,"College","Other","Medium","Female","Medium","2","ResearchDir","Very High","Divorced",4487,1,"No",11,"Medium","0",5,3,"High",5,4,1,3
37,"No","Rarely","R&D",25,"Doctor","Marketing","Medium","Female","High","2","SalesRep","High","Married",4449,3,"No",15,"Low","2",15,2,"High",13,11,10,7
31,"No","Non-Travel","R&D",1,"College","Other","Very High","Male","Medium","1","LabTech","Low","Married",2218,1,"Yes",12,"High","1",4,3,"High",4,2,3,2
39,"No","Frequently","R&D",1,"Below College","Other","Medium","Male","High","5","ManufacturingDir","High","Single",19197,1,"No",14,"High","1",21,3,"High",21,8,1,6
56,"No","Frequently","HR",6,"Bachelor","Other","High","Female","Very High","4","ResearchDir","Low","Married",13212,9,"Yes",11,"Very High","3",36,0,"Medium",7,7,7,7
30,"No","Non-Travel","HR",12,"Bachelor","HR","Medium","Female","High","2","ResearchDir","High","Divorced",6577,0,"Yes",11,"Medium","0",6,6,"High",5,4,4,4
41,"No","Non-Travel","HR",1,"Bachelor","Medical","Medium","Male","Very High","3","ResearchDir","Low","Married",8392,1,"Yes",16,"High","1",10,2,"High",10,7,0,7
28,"No","Non-Travel","R&D",17,"College","Marketing","High","Male","High","2","LabTech","Low","Single",4558,1,"Yes",12,"Very High","1",10,2,"High",10,0,1,8
25,"Yes","Non-Travel","R&D",3,"Bachelor","Marketing","Low","Male","High","1","LabTech","Low","Married",4031,5,"Yes",13,"High","1",6,5,"High",2,2,0,2
52,"No","Non-Travel","R&D",3,"Bachelor","Marketing","Very High","Male","Medium","3","HealthcareRep","High","Married",7969,2,"No",14,"High","0",28,4,"High",5,4,0,4
45,"No","Non-Travel","R&D",10,"College","Other","Low","Male","High","1","SalesRep","Very High","Married",2654,3,"Yes",21,"Very High","2",8,3,"Medium",2,2,0,2
52,"No","Non-Travel","R&D",4,"College","Other","Very High","Female","High","4","ManufacturingDir","Very High","Married",16555,2,"Yes",13,"Very High","0",31,2,"Low",5,2,1,4
42,"No","Frequently","R&D",29,"College","Other","Low","Female","High","2","SalesRep","High","Single",4556,2,"Yes",11,"Medium","1",19,3,"High",5,4,0,2
30,"No","Non-Travel","R&D",2,"Bachelor","Other","High","Female","Low","2","HealthcareRep","Very High","Divorced",6091,2,"Yes",20,"High","0",11,2,"High",5,4,0,2
60,"No","Non-Travel","R&D",7,"Bachelor","Other","Low","Female","High","5","ManufacturingDir","Low","Married",19566,5,"Yes",11,"Very High","0",33,5,"Low",29,8,11,10
46,"No","Non-Travel","R&D",18,"Bachelor","Marketing","High","Female","High","2","HealthcareRep","High","Single",4810,2,"Yes",14,"High","1",19,5,"Medium",10,7,0,8
42,"No","Frequently","R&D",28,"Master","HR","Very High","Female","Medium","2","SalesExec","Very High","Married",4523,0,"Yes",11,"Very High","3",7,4,"Very High",6,5,0,4
24,"Yes","Non-Travel","HR",1,"Below College","HR","Low","Female","High","1","HR Personnel","Medium","Divorced",3202,1,"No",16,"Medium","0",6,4,"High",5,3,1,4
34,"Yes","Frequently","HR",6,"College","Medical","Very High","Female","Low","1","HR Personnel","High","Single",2351,0,"Yes",16,"Very High","1",3,3,"Medium",2,2,1,0
38,"No","Frequently","R&D",2,"College","Other","Very High","Male","High","1","LabTech","Very High","Married",1702,1,"No",23,"High","1",1,3,"High",1,0,0,0
40,"No","Non-Travel","HR",2,"Master","Other","High","Female","High","5","ManufacturingDir","High","Married",18041,0,"Yes",14,"Very High","0",21,2,"High",20,15,1,12
26,"No","Non-Travel","R&D",23,"Bachelor","Other","Low","Female","High","1","SalesRep","Very High","Single",2886,1,"Yes",22,"Medium","2",3,3,"Low",3,2,0,2
30,"No","Rarely","R&D",3,"Bachelor","Other","High","Male","High","1","LabTech","Very High","Married",2097,4,"Yes",15,"High","1",9,3,"Low",5,3,1,4
29,"No","Non-Travel","R&D",3,"Master","Marketing","Medium","Male","Medium","3","Mgr","High","Married",11935,1,"Yes",18,"High","0",10,2,"High",10,2,0,7
29,"Yes","Non-Travel","R&D",25,"Doctor","HR","High","Female","Medium","1","SalesRep","Medium","Married",2546,5,"Yes",16,"Medium","0",6,2,"Very High",2,2,1,1
19,"Yes","Non-Travel","Sales",2,"College","HR","Low","Male","Medium","1","ResearchSci","Very High","Divorced",2564,1,"Yes",12,"High","0",1,3,"Very High",1,0,0,0
30,"No","Rarely","HR",22,"Master","Tech","High","Female","High","3","ResearchDir","Low","Married",8412,0,"Yes",11,"High","0",10,3,"High",9,8,7,8
57,"No","Non-Travel","HR",29,"Bachelor","Medical","Low","Male","Medium","4","ManufacturingDir","Very High","Single",14118,3,"Yes",12,"High","1",32,3,"Medium",1,0,0,0
50,"No","Non-Travel","R&D",29,"Master","Other","Medium","Male","Medium","4","ManufacturingDir","High","Married",17046,0,"Yes",15,"Medium","1",28,2,"High",27,10,15,7
30,"No","Rarely","R&D",2,"Bachelor","Marketing","High","Female","High","1","LabTech","Very High","Divorced",2564,0,"Yes",14,"High","0",12,2,"Medium",11,7,6,7
60,"No","Frequently","HR",28,"Bachelor","Medical","High","Female","Medium","3","ResearchDir","Low","Married",10266,4,"Yes",19,"Very High","0",22,5,"Very High",18,13,13,11
47,"No","Non-Travel","R&D",2,"College","Marketing","Low","Female","High","2","HealthcareRep","Very High","Single",5070,5,"Yes",13,"High","3",20,2,"High",5,0,0,4
46,"No","Non-Travel","R&D",2,"Bachelor","Other","Low","Male","High","4","Mgr","High","Married",17861,6,"Yes",13,"High","0",26,2,"Low",3,2,0,1
35,"No","Non-Travel","R&D",22,"Bachelor","Other","Very High","Male","Low","1","LabTech","High","Divorced",4230,0,"Yes",15,"High","0",6,2,"High",5,4,4,3
54,"No","Non-Travel","R&D",8,"Master","Other","High","Female","High","2","LabTech","High","Divorced",3780,7,"Yes",11,"High","0",19,3,"High",1,0,0,0
34,"No","Non-Travel","R&D",2,"Master","Other","Very High","Male","Medium","1","SalesRep","High","Single",2768,3,"Yes",12,"High","1",14,3,"High",7,3,5,7
46,"No","Non-Travel","HR",10,"Bachelor","Medical","High","Female","Medium","3","ResearchDir","Very High","Married",9071,2,"No",19,"High","1",15,3,"High",3,2,1,2
31,"No","Non-Travel","R&D",9,"Below College","Other","High","Male","High","3","HealthcareRep","Medium","Single",10648,1,"Yes",25,"Very High","1",13,6,"Very High",13,8,0,8
33,"Yes","Non-Travel","R&D",15,"Below College","Marketing","Medium","Male","High","3","ManufacturingDir","High","Married",13610,7,"No",12,"Very High","0",15,2,"Very High",7,6,7,7
33,"Yes","Non-Travel","R&D",10,"Below College","Marketing","Low","Male","Low","1","LabTech","Very High","Single",3408,7,"Yes",13,"Low","3",8,2,"High",4,3,1,3
30,"No","Non-Travel","HR",7,"Below College","Medical","Very High","Male","High","1","HR Personnel","Medium","Divorced",2983,0,"Yes",14,"Low","0",4,3,"High",3,2,1,2
35,"No","Non-Travel","R&D",16,"Bachelor","Other","Very High","Male","High","3","SalesExec","High","Married",7632,4,"No",12,"High","0",10,2,"High",8,7,0,0
31,"Yes","Frequently","R&D",20,"Bachelor","Other","Low","Male","High","3","SalesExec","High","Married",9824,3,"Yes",12,"Low","0",12,2,"High",1,0,0,0
34,"Yes","Frequently","Sales",23,"Bachelor","LifeSci","Medium","Female","High","3","ResearchSci","Low","Single",9950,9,"No",15,"High","3",11,2,"High",3,2,0,2
42,"No","Frequently","R&D",5,"College","Tech","Medium","Male","High","1","LabTech","High","Married",2093,4,"Yes",17,"Very High","1",8,4,"High",2,2,2,0
36,"No","Rarely","HR",10,"Master","Marketing","Medium","Male","High","3","ResearchDir","Very High","Divorced",9980,1,"Yes",14,"Very High","0",10,3,"Medium",10,3,9,7
22,"Yes","Frequently","R&D",4,"Below College","HR","High","Male","Medium","1","LabTech","High","Divorced",3894,5,"Yes",16,"High","0",4,3,"High",2,2,1,2
48,"No","Non-Travel","HR",2,"Doctor","Medical","Medium","Female","High","2","ResearchDir","Very High","Married",4051,2,"Yes",14,"Low","1",14,2,"High",9,7,6,7
55,"No","Non-Travel","HR",18,"Doctor","Other","Low","Female","High","4","ManufacturingDir","Medium","Divorced",16835,3,"Yes",23,"Very High","0",37,2,"High",10,9,7,7
41,"No","Rarely","HR",10,"College","Other","Very High","Male","High","2","ResearchDir","Very High","Divorced",6230,7,"Yes",14,"Very High","0",16,3,"High",14,3,1,10
35,"No","Non-Travel","HR",1,"Bachelor","Medical","Medium","Male","High","2","ResearchDir","High","Married",4717,9,"Yes",11,"High","0",15,2,"High",11,9,6,9
40,"No","Non-Travel","R&D",6,"Bachelor","Other","Medium","Female","High","4","HealthcareRep","High","Divorced",13237,7,"Yes",15,"High","0",22,3,"High",20,6,5,13
39,"No","Frequently","R&D",8,"Below College","Other","High","Female","High","1","LabTech","High","Married",3755,1,"Yes",11,"Low","1",8,3,"High",8,3,0,7
31,"No","Non-Travel","HR",2,"Below College","Other","Medium","Male","High","2","ResearchDir","Very High","Divorced",6582,4,"No",13,"High","0",10,2,"Very High",6,5,0,5
42,"No","Non-Travel","R&D",24,"Bachelor","Marketing","Very High","Male","High","3","HealthcareRep","Low","Married",7406,1,"No",21,"Very High","1",10,5,"Medium",10,9,5,8
45,"No","Non-Travel","HR",2,"Bachelor","Tech","Very High","Male","High","2","ResearchDir","Medium","Married",4805,0,"Yes",19,"Medium","1",9,3,"Very High",8,7,3,7
